127.0.0.1 - - [12/Aug/2024:09:00:30 +0900] "GET / HTTP/1.1" 404 746
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /BBSStruts/ HTTP/1.1" 200 151
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /BBSStruts/main.jsp HTTP/1.1" 200 5652
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /BBSStruts/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /BBSStruts/css/custom-font.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /BBSStruts/images/1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /BBSStruts/images/2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /BBSStruts/images/3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:32 +0900] "GET /favicon.ico HTTP/1.1" 404 757
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:38 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9495
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:40 +0900] "GET /BBSStruts/BBS.do?category=notice HTTP/1.1" 200 9666
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:41 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9495
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:43 +0900] "POST /BBSStruts/view.do?bbsID=65 HTTP/1.1" 200 5265
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:43 +0900] "GET /css/custom-font.css HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:00:43 +0900] "GET /BBSStruts/js/bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:08:48 +0900] "GET /BBSStruts/write.do HTTP/1.1" 200 6244
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:10:03 +0900] "GET /BBSStruts/BBS.do?category=notice HTTP/1.1" 200 9666
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:10:03 +0900] "GET /BBSStruts/BBS.do?category=question HTTP/1.1" 200 9177
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:10:04 +0900] "GET /BBSStruts/BBS.do?category=free HTTP/1.1" 200 9138
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:10:05 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9495
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:16 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:17 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:18 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:19 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:19 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:23 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:23 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:23 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:24 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:09:52:24 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:05:26 +0900] "POST /BBSStruts/view.do?bbsID=67 HTTP/1.1" 200 5270
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:05:26 +0900] "GET /css/custom-font.css HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:05:30 +0900] "GET /BBSStruts/BBS.do?method=BBS HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:17:39 +0900] "GET /BBSStruts/BBS.do?pageNumber=3 HTTP/1.1" 200 9707
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:17:43 +0900] "GET /BBSStruts/BBS.do?pageNumber=11 HTTP/1.1" 200 8701
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:17:44 +0900] "GET /BBSStruts/BBS.do?pageNumber=10 HTTP/1.1" 200 9560
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:22:22 +0900] "GET /BBSStruts/main.do HTTP/1.1" 200 5652
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:22:24 +0900] "GET /BBSStruts/write.do HTTP/1.1" 200 6244
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:22:36 +0900] "GET /BBSStruts/main.do HTTP/1.1" 200 5652
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:22:37 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:22:41 +0900] "GET /BBSStruts/write.do HTTP/1.1" 200 6244
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:22:43 +0900] "GET /BBSStruts/write.do HTTP/1.1" 200 6244
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:43:56 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:44:21 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9533
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:44:22 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9533
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:44:22 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9533
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:44:27 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9533
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:44:28 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9533
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:45:10 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9514
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:46:28 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9558
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:46:29 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9558
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:46:30 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9558
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:46:30 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9558
0:0:0:0:0:0:0:1 - - [12/Aug/2024:10:46:33 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9558
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:45 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9561
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:46 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9561
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:46 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9561
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:47 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9561
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:47 +0900] "GET /BBSStruts/BBS.do HTTP/1.1" 200 9561
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:48 +0900] "GET /BBSStruts/BBS.do?pageNumber=2 HTTP/1.1" 200 9743
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:49 +0900] "GET /BBSStruts/BBS.do?pageNumber=1 HTTP/1.1" 200 9554
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:55 +0900] "GET /BBSStruts/BBS.do?pageNumber=1 HTTP/1.1" 200 9554
0:0:0:0:0:0:0:1 - - [12/Aug/2024:11:05:56 +0900] "GET /BBSStruts/BBS.do?pageNumber=1 HTTP/1.1" 200 9554
